samp_country,category,fermented_food_type,sample_id,absolute-filepath
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.11.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.13.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.28.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.10.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.4.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.6.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.16.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.1.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.15.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.7.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.19.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.25.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.27.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.23.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.9.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.29.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.24.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.20.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.22.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.3.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.17.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.26.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.30.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.5.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.2.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.14.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.21.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.8.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.12.fa
Thailand,fermented fish,Shrimp_paste_(Ka-pi)_from_yellow_shrimp,M004,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M004/metabat2.18.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.4.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.6.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.1.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.7.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.3.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.5.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.2.fa
Switzerland,fermented vegetables,Kimchi,e7c76,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/e7c76/metabat2.8.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.10.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.4.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.6.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.1.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.7.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.9.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.3.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.5.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.2.fa
Thailand,fermented fish,,M006,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M006/metabat2.8.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.11.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.13.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.10.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.4.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.6.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.1.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.7.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.9.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.3.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.5.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.2.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.14.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.8.fa
Benin,fermented fish,Lanhouin,B038_Az_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B038_Az_Gp_La/metabat2.12.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.4.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.6.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.1.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.7.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.3.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.5.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.2.fa
Slovenia,fermented legumes,Kefir,36fe4,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/36fe4/metabat2.8.fa
Germany,fermented roots,Kimchi,9b8b5,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/9b8b5/metabat2.4.fa
Germany,fermented roots,Kimchi,9b8b5,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/9b8b5/metabat2.6.fa
Germany,fermented roots,Kimchi,9b8b5,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/9b8b5/metabat2.1.fa
Germany,fermented roots,Kimchi,9b8b5,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/9b8b5/metabat2.3.fa
Germany,fermented roots,Kimchi,9b8b5,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/9b8b5/metabat2.5.fa
Germany,fermented roots,Kimchi,9b8b5,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/9b8b5/metabat2.2.fa
Germany,fermented vegetables,Sauerkraut,3ee22,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/3ee22/metabat2.4.fa
Germany,fermented vegetables,Sauerkraut,3ee22,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/3ee22/metabat2.1.fa
Germany,fermented vegetables,Sauerkraut,3ee22,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/3ee22/metabat2.3.fa
Germany,fermented vegetables,Sauerkraut,3ee22,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/3ee22/metabat2.2.fa
Laos,fermented vegetables,Fermented_bamboo,MS005-1,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS005-1/metabat2.4.fa
Laos,fermented vegetables,Fermented_bamboo,MS005-1,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS005-1/metabat2.1.fa
Laos,fermented vegetables,Fermented_bamboo,MS005-1,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS005-1/metabat2.3.fa
Laos,fermented vegetables,Fermented_bamboo,MS005-1,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS005-1/metabat2.5.fa
Laos,fermented vegetables,Fermented_bamboo,MS005-1,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS005-1/metabat2.2.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.11.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.66.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.13.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.63.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.54.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.105.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.100.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.28.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.33.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.10.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.67.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.48.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.89.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.60.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.47.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.112.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.42.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.4.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.55.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.57.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.62.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.103.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.69.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.107.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.6.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.91.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.97.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.16.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.37.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.52.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.58.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.101.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.59.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.92.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.41.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.82.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.72.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.1.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.81.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.49.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.35.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.53.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.78.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.34.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.44.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.15.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.88.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.7.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.19.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.113.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.51.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.96.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.25.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.70.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.38.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.64.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.50.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.86.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.56.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.93.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.85.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.90.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.65.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.27.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.87.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.31.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.83.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.102.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.40.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.23.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.45.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.9.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.80.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.29.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.114.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.36.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.24.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.104.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.20.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.22.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.3.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.17.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.26.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.77.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.30.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.84.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.111.fa
